Data da Compra,Produto,Preco Original/Preco com Desconto,Fornecedor,Qtd. Comprada,Comprador,Nome Gerente,Sobrenome Gerente,Região Destino,
1/18/2020,Projetor,"126,9/96,44",Southridge Video,1,"Torres, Joe",Waylin,Amyes,Brasil - RJ,
1/18/2020,Projetor,"126,9/88,83",Southridge Video,2,"Lewis, Julia",Vernice,Bowhey,Brasil - RJ,
1/18/2020,Monitor,"126,9/126,9",Southridge Video,1,"Griffin, Luke",Mendie,Alliot,Brasil - RJ,
1/18/2020,Acessório para Câmera,326/326,Proseware,1,"Gray, Patrick",Isador,Dilley,Brasil - ES,
1/18/2020,Acessório para Câmera,326/326,Proseware,4,"Zhu, Eugene",Lanie,Burland,Brasil - BA,
1/18/2020,Telefone para Casa & Escritório,"326/306,44",Proseware,1,"Gray, Patrick",Bruna,Silva,Brasil - SP,
1/18/2020,Sistema Audivisual para Carro,"149,95/149,95",Wide World Importers,4,"Perry, Carson",Johnathon,Corriea,Brasil - SP,
1/19/2020,Lâmpada,595/595,Contoso,3,"Mehta, Ronald",Jo,Elener,Brasil - SP,
1/19/2020,Ar Condicionado,"25/15,5",Contoso,1,"Johnson, Jeremiah",Christin,Cornhill,Brasil - RJ,
1/19/2020,Gravador,"16,89/16,89",Hashtag Toys,3,"Sanchez, Dominique",Jenelle,Flohard,Brasil - SP,
1/19/2020,Gravador,"16,89/16,89",Hashtag Toys,5,"Ramirez, Adrian",Elwood,Howgego,Brasil - SP,
1/19/2020,Gravador,"4,98/4,98",Southridge Video,1,"Anderson, Abigail",Cristobal,Marshall,Brasil - SP,
1/19/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Raji, Bonnie",Cacilie,Cowdry,Brasil - ES,
1/19/2020,Aparelho de Som,89/89,Hashtag Toys,1,"Gray, Amanda",Cherie,Rawcliffe,Brasil - AM,
1/19/2020,Geladeira,"399/335,16",Contoso,4,"Bradley, Erin",Cirillo,Yakubovics,Brasil - ES,
1/19/2020,Ventilador,43/43,Hashtag Toys,1,"Gomez, Briana",Alyss,Bannon,Brasil - SP,
1/19/2020,Microondas,199/199,Contoso,3,"Xu, Lacey",Bron,Cuckoo,Brasil - MA,
1/19/2020,Ventilador,"70,13/70,13",Hashtag Toys,1,"Townsend, Darren",Helga,Hardy,Brasil - SP,
1/19/2020,Rádio,"6,99/6,99",Hashtag Toys,3,"Subram, Raymond",Ines,Frape,Brasil - RJ,
1/19/2020,Ar Condicionado,595/595,Contoso,1,"Liang, Amy",Suzi,Lumb,Brasil - ES,
1/19/2020,Ar Condicionado,"126,9/126,9",Southridge Video,3,"Suarez, Kristi",Eli,Manuaud,Brasil - RJ,
1/19/2020,Projetor,"126,9/126,9",Southridge Video,1,"Wu, Mandy",Gizela,Mcquode,Brasil - SP,
1/19/2020,Monitor,"126,9/126,9",Southridge Video,1,"Dominguez, Kellie",Ainslee,Pibsworth,Brasil - RJ,
1/19/2020,Projetor,"126,9/126,9",Southridge Video,1,"He, Tiffany",Jana,Eberlein,Brasil - SP,
1/19/2020,Monitor,"126,9/126,9",Southridge Video,4,"Jai, Bridget",Lurlene,Teaze,Brasil - SP,
1/19/2020,Projetor,"126,9/126,9",Southridge Video,1,"Arthur, Carmen",Patrica,Babin,Brasil - BA,
1/19/2020,Monitor,"126,9/126,9",Southridge Video,1,"Bradley, Isabel",Wanids,Bancroft,Brasil - BA,
1/19/2020,Monitor,"126,9/105,33",Southridge Video,1,"Lu, Erica",Adiana,Garnall,Brasil - MA,
1/19/2020,Monitor,"126,9/78,68",Southridge Video,2,"Cooper, Paige",Odella,Erat,Brasil - BA,
1/19/2020,Projetor,"126,9/126,9",Southridge Video,2,"Lewis, Austin",Tarrance,Nazer,Brasil - BA,
1/19/2020,Monitor,"126,9/87,56",Southridge Video,1,"Coleman, Jordyn",Ring,Harroll,Brasil - SP,
1/19/2020,Monitor,"126,9/126,9",Southridge Video,1,"Baker, Jennifer",Merrily,Kenderdine,Brasil - ES,
1/20/2020,Ar Condicionado,"595/535,5",Contoso,1,"Zheng, Damien",Jarad,Kanter,Brasil - SP,
1/20/2020,Lâmpada,25/25,Contoso,1,"Diaz, Bruce",Maria,Mendes,Brasil - BA,
1/20/2020,Geladeira,299/299,Litware ,1,"Ma, Jake",Otto,Sheal,Brasil - SP,
1/20/2020,Ventilador,"43/36,55",Hashtag Toys,2,"Xu, Leonard",Alix,Driscoll,Brasil - SP,
1/20/2020,Aparelho de Som,"32/22,72",Hashtag Toys,5,"Ortega, Hector",Lazare,Lashbrook,Brasil - SP,
1/20/2020,Rádio,"16,89/16,89",Hashtag Toys,1,"Xie, Carl",Cos,Bartrap,Brasil - MA,
1/20/2020,Lâmpada,595/595,Contoso,1,"Henderson, Chloe",Job,Cordero,Brasil - RJ,
1/20/2020,Ar Condicionado,595/595,Contoso,2,"Carson, Sharon",Jase,Strong,Brasil - SP,
1/20/2020,Lâmpada,"25/20,25",Contoso,1,"Gonzales, Aidan",Gareth,Avramov,Brasil - SP,
1/20/2020,Rádio,"8,99/8,99",Hashtag Toys,5,"Long, Kevin",Wanda,Bresnen,Brasil - SP,
1/20/2020,Geladeira,399/399,Contoso,1,"Rivera, Cole",Alexi,Larvent,Brasil - RJ,
1/20/2020,Ar Condicionado,"68/60,52",Contoso,1,"Wang, Jessie",Ayn,Bomfield,Brasil - BA,
1/20/2020,Gravador,"4,99/4,99",Hashtag Toys,1,"Sanz, Monique",Lib,Camacke,Brasil - BA,
1/20/2020,Rádio,"8,88/8,88",Southridge Video,4,"Raji, Carly",Jônatas,Tanaka,Brasil - SP,
1/20/2020,Rádio,"8,88/8,88",Southridge Video,1,"Edwards, Kaylee",Marshal,Verlander,Brasil - SP,
1/20/2020,Ar Condicionado,"595/511,7",Contoso,4,"Dominguez, Jerome",Emma,Lelliott,Brasil - SP,
1/20/2020,Projetor,"126,9/126,9",Southridge Video,1,"Chander, Yolanda",Rodrigo,Souza,Brasil - RJ,
1/20/2020,Projetor,"126,9/91,37",Southridge Video,1,"Tang, April",Perkin,Mcgurgan,Brasil - RJ,
1/20/2020,Monitor,"126,9/91,37",Southridge Video,1,"Gao, Edwin",Hunter,Hunt,Brasil - RJ,
1/20/2020,Projetor,"126,9/126,9",Southridge Video,4,"Xie, Alvin",Pedro,Ferrari,Brasil - SP,
1/20/2020,Monitor,"126,9/126,9",Southridge Video,5,"Hu, Brittney",Vaclav,Frayne,Brasil - SP,
1/20/2020,Projetor,"126,9/100,25",Southridge Video,1,"Zhang, Jeffery",Osborne,Tute,Brasil - RJ,
1/20/2020,Monitor,"126,9/124,36",Southridge Video,4,"Rai, Connie",Rhonda,Titchard,Brasil - SP,
1/20/2020,Monitor,"126,9/106,6",Southridge Video,1,"Romero, Kellie",Pattin,Surcomb,Brasil - SP,
1/20/2020,Monitor,"126,9/126,9",Southridge Video,1,"Howard, Angel",Steven,Strase,Brasil - SP,
1/20/2020,Monitor,"126,9/126,9",Southridge Video,3,"Vazquez, Lee",Julia,Ribeiro,Brasil - BA,
1/20/2020,Projetor,"126,9/126,9",Southridge Video,1,"Wang, Todd",Tarah,Prynne,Brasil - SP,
1/20/2020,Monitor,"126,9/126,9",Southridge Video,1,"Mitchell, Robert",Dalt,Ludovico,Brasil - SP,
1/20/2020,Monitor,"126,9/126,9",Southridge Video,4,"Sai, Raymond",Barbe,Sitlinton,Brasil - SP,
1/20/2020,Ar Condicionado,"126,9/126,9",Southridge Video,2,"Morgan, Evan",Pyotr,Inman,Brasil - RJ,
1/20/2020,Monitor,"126,9/91,37",Southridge Video,2,"Wilson, Jonathan",Odetta,Patriche,Brasil - SP,
1/20/2020,Projetor,"126,9/126,9",Southridge Video,2,"Brooks, Allison",Alejoa,Reeson,Brasil - SP,
1/20/2020,Monitor,"126,9/123,09",Southridge Video,1,"Gomez, Krista",Shirline,Wilmott,Brasil - SP,
1/20/2020,Monitor,"126,9/110,4",Southridge Video,2,"Perry, Morgan",Emilia,Shuxsmith,Brasil - SP,
1/20/2020,Microondas,"569/426,75",Litware,1,"Kumar, Deborah",Artair,Pizer,Brasil - SP,
1/21/2020,Lâmpada,595/595,Contoso,2,"Sai, Kaitlin",Jabez,Calcutt,Brasil - BA,
1/21/2020,Lâmpada,25/25,Contoso,3,"Cai, Rosa",Annemarie,Street,Brasil - SP,
1/21/2020,Ar Condicionado,25/20,Southridge Video,1,"Price, Melanie",Tabatha,Elboux,Brasil - RJ,
1/21/2020,Lâmpada,"25/24,75",Contoso,10,"Shen, Alvin",Vanessa,Rodrigues,Brasil - AM,
1/21/2020,Microondas,399/399,Contoso,1,"Madan, Harold",Aleda,Kilkenny,Brasil - SP,
1/21/2020,Ventilador,89/89,Hashtag Toys,1,"Zhou, Aimee",Dougy,Herrieven,Brasil - ES,
1/21/2020,Aparelho de Som,43/43,Hashtag Toys,1,"Cai, Omar",Wendel,Echlin,Brasil - SP,
1/21/2020,Lâmpada,595/595,Contoso,1,"Sanchez, Mariah",Tobit,Denerley,Brasil - ES,
1/21/2020,Ar Condicionado,595/595,Contoso,5,"Anderson, Taylor",Afton,Gosneye,Brasil - SP,
1/21/2020,Ar Condicionado,595/595,Contoso,1,"Harris, Alexandra",Theobald,Stockey,Brasil - SP,
1/21/2020,Ventilador,"55,9/48,07",Hashtag Toys,1,"Harris, Robert",Durand,Devanny,Brasil - ES,
1/21/2020,Ventilador,28/28,Hashtag Toys,1,"Lee, Taylor",Rayshell,Choudhury,Brasil - MA,
1/21/2020,Microondas,399/399,Contoso,5,"Chander, Cassie",Dicky,Abbatini,Brasil - RJ,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,1,"Dominguez, Mathew",Chad,Aldhouse,Brasil - SP,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,4,"Sharma, Cameron",Sawyer,Kain,Brasil - SP,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,1,"Hughes, Ashley",Lorettalorna,Shambroke,Brasil - RJ,
1/21/2020,Monitor,"126,9/95,18",Southridge Video,5,"Jimenez, Max",Katey,Matheson,Brasil - ES,
1/21/2020,Monitor,"126,9/126,9",Southridge Video,4,"Collins, Jose",Hermann,Jacob,Brasil - SP,
1/21/2020,Monitor,"126,9/121,82",Southridge Video,3,"Williams, Samantha",Bettye,Youde,Brasil - SP,
1/21/2020,Ar Condicionado,"126,9/98,98",Southridge Video,5,"Parker, Kyle",Cozmo,Bail,Brasil - RJ,
1/21/2020,Monitor,"126,9/126,9",Southridge Video,1,"Baker, Mary",Feodor,Shippey,Brasil - RJ,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,1,"Huang, Kelli",Claudina,Castilljo,Brasil - RJ,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,1,"Anderson, Taylor",Flossie,Waplinton,Brasil - MA,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,1,"Edwards, Mary",Richie,Gather,Brasil - SP,
1/21/2020,Monitor,"126,9/126,9",Southridge Video,1,"Sai, Virginia",Delly,Tripony,Brasil - SP,
1/21/2020,Projetor,"126,9/126,9",Southridge Video,3,"Singh, Paul",Gilbertine,Fellenor,Brasil - BA,
1/21/2020,Microondas,"269,9/269,9",Litware ,1,"Patterson, Jackson",Cassandre,Ansell,Brasil - SP,
1/22/2020,Lâmpada,595/595,Contoso,1,"Wu, Susan",Daffi,Gatteridge,Brasil - ES,
1/22/2020,Ar Condicionado,25/21,Contoso,1,"Lal, Kelli",Helene,Shoebotham,Brasil - RJ,
1/22/2020,Rádio,"16,99/15,46",Southridge Video,4,"Kapoor, Jillian",Mendy,Shearn,Brasil - RJ,
1/22/2020,Lâmpada,25/25,Contoso,5,"Peterson, Eduardo",Jordon,Fintoph,Brasil - MA,
1/22/2020,Lâmpada,"68/61,88",Southridge Video,3,"Garcia, Blake",Lucas,Almeida,Brasil - BA,
1/22/2020,Geladeira,299/299,Litware ,1,"Allen, Connor",Aila,Shouler,Brasil - SP,
1/22/2020,Microondas,329/329,Contoso,1,"Kapoor, Candace",Thaddus,Terese,Brasil - SP,
1/22/2020,Ventilador,109/109,Hashtag Toys,1,"Navarro, Theresa",Izzy,Dunkley,Brasil - RJ,
1/22/2020,Rádio,"8,88/8,88",Southridge Video,2,"Morris, Megan",Thea,Prodrick,Brasil - ES,
1/22/2020,Lâmpada,"595/452,2",Contoso,4,"Gonzalez, Jan",Chico,Habeshaw,Brasil - SP,
1/22/2020,Monitor,"126,9/126,9",Southridge Video,1,"Diaz, Natasha",Vittorio,Tregent,Brasil - RJ,
1/22/2020,Monitor,"126,9/126,9",Southridge Video,1,"Pal, Priscilla",Susan,Bilbrooke,Brasil - RJ,
1/22/2020,Projetor,"126,9/114,21",Southridge Video,1,"Madan, Molly",Devy,Skyme,Brasil - MA,
1/22/2020,Projetor,"126,9/78,68",Southridge Video,5,"Ma, Stacey",Cindy,Ellis,Brasil - SP,
1/22/2020,Projetor,"126,9/126,9",Southridge Video,1,"Moreno, Derrick",Mick,Virr,Brasil - RJ,
1/22/2020,Monitor,"126,9/123,09",Southridge Video,4,"Hughes, Paige",Felita,Denisovich,Brasil - RJ,
1/22/2020,Projetor,"126,9/105,33",Southridge Video,2,"Malhotra, Stefanie",Addy,Vedikhov,Brasil - SP,
1/22/2020,Projetor,"126,9/77,41",Southridge Video,2,"Coleman, Jonathan",Elora,Olliffe,Brasil - SP,
1/22/2020,Monitor,"126,9/119,29",Southridge Video,1,"Peterson, Jennifer",Nick,Regorz,Brasil - SP,
1/22/2020,Monitor,"126,9/126,9",Southridge Video,4,"Simmons, Cassidy",João,Peçanha,Brasil - RJ,
1/22/2020,Monitor,"126,9/126,9",Southridge Video,3,"Harrison, Jamie",Eldredge,Dunseath,Brasil - MA,
1/22/2020,Projetor,"126,9/90,1",Southridge Video,2,"Hill, Jason",Trent,Wyse,Brasil - SP,
1/22/2020,Monitor,"126,9/106,6",Southridge Video,1,"Walker, Daniel",Gwennie,Evason,Brasil - ES,
1/22/2020,Projetor,"126,9/126,9",Southridge Video,4,"Rogers, Brooke",Gilligan,Eschelle,Brasil - SP,
1/22/2020,Monitor,"126,9/126,9",Southridge Video,1,"Perez, Adriana",Trixie,Macklin,Brasil - SP,
1/22/2020,Projetor,"126,9/126,9",Southridge Video,1,"Gao, Warren",Bonni,Czapla,Brasil - SP,
1/22/2020,Projetor,"126,9/126,9",Southridge Video,1,"Morris, Haley",Andy,Aldred,Brasil - SP,
1/22/2020,Acessório para Câmera,"758/704,94",Proseware,1,"Long, Jocelyn",Afton,Gosneye,Brasil - SP,
1/22/2020,Geladeira,569/569,Litware,1,"Luo, Kelsey",Tess,Moscrop,Brasil - SP,
1/22/2020,Microondas,299/299,Litware ,1,"Allen, Connor",Carlene,Drayton,Brasil - SP,
1/22/2020,Microondas,569/569,Litware,2,"Raje, Alisha",Robin,Reglar,Brasil - BA,
1/22/2020,Telefone para Casa & Escritório,758/758,Proseware,1,"Long, Jocelyn",Maison,Busher,Brasil - SP,
1/22/2020,Acessório para Câmera,"758/462,38",Proseware,1,"Long, Jocelyn",Valerye,Mccurtin,Brasil - SP,
1/23/2020,Lâmpada,"595/362,95",Contoso,3,"Srini, Clifford",Hewett,Eberdt,Brasil - BA,
1/23/2020,Ar Condicionado,595/595,Contoso,2,"Ma, Claudia",Anselm,Mayberry,Brasil - SP,
1/23/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,2,"Carlson, Melinda",Cally,Hanley,Brasil - BA,
1/23/2020,Rádio,"16,99/16,99",Southridge Video,1,"Deng, Karl",Leigh,Fahy,Brasil - SP,
1/23/2020,Gravador,"8,88/8,88",Southridge Video,4,"Xie, Terrence",Lodovico,Humphery,Brasil - SP,
1/23/2020,Rádio,"8,88/8,88",Southridge Video,1,"Chander, Franklin",Riva,Leyburn,Brasil - RJ,
1/23/2020,Rádio,"8,88/5,86",Southridge Video,1,"Gutierrez, Kellie",Shawnee,Marrington,Brasil - BA,
1/23/2020,Ar Condicionado,595/595,Contoso,1,"Gonzales, Elijah",Ilysa,Kubyszek,Brasil - SP,
1/23/2020,Lâmpada,595/595,Contoso,1,"Ross, Justin",Huntley,Buckell,Brasil - RJ,
1/23/2020,Ar Condicionado,595/595,Contoso,1,"Jackson, Brandon",Ana,Soledade,Brasil - SP,
1/23/2020,Rádio,"8,99/8,63",Hashtag Toys,3,"Kelly, Caitlin",Shelley,Lackey,Brasil - RJ,
1/23/2020,Gravador,"8,99/7,64",Hashtag Toys,4,"Rogers, Amanda",Rayna,Bilsland,Brasil - SP,
1/23/2020,Rádio,"16,89/13,34",Hashtag Toys,5,"Diaz, Jordyn",Modesta,Bresman,Brasil - SP,
1/23/2020,Rádio,"16,89/15,2",Hashtag Toys,4,"Ross, Alexis",Rollins,Skewis,Brasil - RJ,
1/23/2020,Gravador,"16,89/16,89",Hashtag Toys,1,"Cox, Steven",Beatrix,Mazzey,Brasil - SP,
1/23/2020,Geladeira,"329/299,39",Contoso,1,"Diaz, Aaron",Alessandro,Boliver,Brasil - SP,
1/23/2020,Geladeira,"569/438,13",Litware,1,"Gutierrez, Joy",Cy,Eastman,Brasil - ES,
1/23/2020,Projetor,"126,9/126,9",Southridge Video,3,"Srini, Deanna",Far,Wordington,Brasil - SP,
1/23/2020,Projetor,"126,9/101,52",Southridge Video,1,"Gutierrez, Audrey",Andrei,Veitch,Brasil - MA,
1/23/2020,Monitor,"126,9/126,9",Southridge Video,1,"Kumar, Edwin",Karlis,Nugent,Brasil - SP,
1/23/2020,Projetor,"126,9/126,9",Southridge Video,1,"Dominguez, Javier",Jim,Hinstridge,Brasil - RJ,
1/23/2020,Projetor,"126,9/121,82",Southridge Video,1,"Thomas, Ethan",Reilly,Mattielli,Brasil - RJ,
1/23/2020,Monitor,"126,9/126,9",Southridge Video,4,"Cook, Destiny",Cristine,Bownes,Brasil - SP,
1/23/2020,Projetor,"126,9/126,9",Southridge Video,1,"Sanchez, Isaac",Jacob,Jacobovitch,Brasil - ES,
1/23/2020,Monitor,"126,9/114,21",Southridge Video,1,"Cook, Jada",Vivianna,Ornils,Brasil - RJ,
1/23/2020,Monitor,"126,9/126,9",Southridge Video,4,"Morgan, Brian",Lucas,Cavalcanti,Brasil - ES,
1/23/2020,Monitor,"126,9/126,9",Southridge Video,1,"Walker, Daniel",Lizabeth,Haugh,Brasil - SP,
1/23/2020,Projetor,"126,9/88,83",Southridge Video,5,"Diaz, Gavin",Rita,Duff,Brasil - MA,
1/23/2020,Microondas,"299,9/299,9",Litware ,1,"Walker, Richard",Alley,Ingree,Brasil - BA,
1/24/2020,Lâmpada,595/595,Contoso,1,"Jordan, Chelsea",Melina,Bignal,Brasil - SP,
1/24/2020,Lâmpada,25/25,Contoso,5,"Lopez, Andrea",Maddalena,Bingle,Brasil - RJ,
1/24/2020,Aparelho de Som,"77,68/68,36",Hashtag Toys,4,"Raman, Toni",Benedetto,Wohler,Brasil - MA,
1/24/2020,Gravador,"16,99/13,93",Southridge Video,1,"Kumar, Bradley",Vick,Retter,Brasil - SP,
1/24/2020,Gravador,"4,98/4,98",Southridge Video,5,"Arun, Veronica",Timothea,Belt,Brasil - SP,
1/24/2020,Lâmpada,"595/493,85",Contoso,1,"Miller, Rachel",Alister,Kilrow,Brasil - SP,
1/24/2020,Lâmpada,"595/368,9",Contoso,1,"Peterson, Jeremy",Gerard,Rickard,Brasil - SP,
1/24/2020,Ar Condicionado,25/25,Contoso,3,"Thompson, Natalie",Arvie,Tammadge,Brasil - ES,
1/24/2020,Rádio,"6,99/6,99",Hashtag Toys,1,"Morgan, Olivia",Boote,Hurdedge,Brasil - RJ,
1/24/2020,Rádio,"6,99/6,92",Hashtag Toys,1,"Wright, Timothy",Sianna,Milverton,Brasil - MA,
1/24/2020,Gravador,"8,88/8,88",Southridge Video,1,"Patel, Harold",Jacquette,Durand,Brasil - RJ,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,1,"Raji, Tommy",Naoma,Davidman,Brasil - RJ,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,1,"Liu, Marshall",Fabio,Ramos,Brasil - SP,
1/24/2020,Monitor,"126,9/126,9",Southridge Video,1,"Griffin, Samuel",Courtenay,Glen,Brasil - SP,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,4,"Bryant, Nicole",Kristal,Pioli,Brasil - SP,
1/24/2020,Monitor,"126,9/85,02",Southridge Video,1,"Ward, Jade",Lillian,Norwich,Brasil - RJ,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,1,"Long, Jasmine",Merry,Roddy,Brasil - SP,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,5,"Baker, Julia",Evelin,O'carney,Brasil - SP,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,1,"Cooper, Eduardo",Forster,Gowans,Brasil - RJ,
1/24/2020,Monitor,"126,9/107,87",Southridge Video,1,"Richardson, Mariah",Upton,Silber,Brasil - SP,
1/24/2020,Projetor,"126,9/126,9",Southridge Video,5,"Thompson, Richard",Doug,Samsin,Brasil - SP,
1/24/2020,Smartphone,228/228,Proseware,1,"Robinson, Nicholas",Janina,Renyard,Brasil - SP,
1/24/2020,Geladeira,"269,9/269,9",Litware ,1,"Browning, Melody",Kylen,Ancketill,Brasil - SP,
1/24/2020,Tablet,"228/145,92",Proseware,1,"Robinson, Nicholas",Asa,Magee,Brasil - SP,
1/24/2020,Tablet,228/228,Proseware,1,"Robinson, Nicholas",Nerti,Worviell,Brasil - SP,
1/24/2020,Smartphone,"228/141,36",Proseware,1,"Robinson, Nicholas",Pete,Omand,Brasil - SP,
1/25/2020,Monitor,"109/67,58",Southridge Video,1,"Chande, Darrell",Leonidas,Gorghetto,Brasil - SP,
1/25/2020,Ar Condicionado,"595/422,45",Contoso,1,"Jimenez, Diana",Francoise,Dyas,Brasil - SP,
1/25/2020,Lâmpada,"595/523,6",Contoso,1,"Chapman, Katie",Mel,Bransden,Brasil - SP,
1/25/2020,Ar Condicionado,595/595,Contoso,5,"Lu, Mandy",Emmalynn,Portchmouth,Brasil - RJ,
1/25/2020,Ar Condicionado,595/595,Contoso,1,"Lin, Alejandro",Keelia,Benley,Brasil - SP,
1/25/2020,Gravador,"4,99/3,54",Hashtag Toys,1,"Xie, Brad",Tucker,Lente,Brasil - SP,
1/25/2020,Aparelho de Som,"32/27,2",Hashtag Toys,1,"Jiménez, Gina",Tedd,Domerq,Brasil - ES,
1/25/2020,Rádio,"8,99/8,18",Hashtag Toys,5,"Patel, Joe",Debera,Jouanet,Brasil - RJ,
1/25/2020,Rádio,"8,99/6,74",Hashtag Toys,1,"Blanco, Rebekah",Lucina,Rosborough,Brasil - RJ,
1/25/2020,Gravador,"8,88/8,88",Southridge Video,1,"Gomez, Lance",Kirstin,Jerromes,Brasil - SP,
1/25/2020,Lâmpada,595/595,Contoso,3,"Nelson, Jonathan",Dale,Seals,Brasil - SP,
1/25/2020,Ar Condicionado,595/595,Contoso,2,"Mitchell, Kyle",Gabrila,Patters,Brasil - RJ,
1/25/2020,Lâmpada,595/595,Southridge Video,1,"Allen, Eduardo",Bette,Burling,Brasil - RJ,
1/25/2020,Geladeira,"409/319,02",Contoso,1,"Zheng, Dawn",Bernie,Althorpe,Brasil - SP,
1/25/2020,Projetor,"126,9/102,79",Southridge Video,1,"Dominguez, Renee",Dwight,Seifenmacher,Brasil - RJ,
1/25/2020,Monitor,"126,9/126,9",Southridge Video,1,"Dominguez, Jamie",Cleveland,Sarfati,Brasil - SP,
1/25/2020,Monitor,"126,9/126,9",Southridge Video,1,"Shan, Russell",Minette,Larby,Brasil - SP,
1/25/2020,Projetor,"126,9/83,75",Southridge Video,1,"Tang, Alisha",Anastasia,Zanussii,Brasil - SP,
1/25/2020,Projetor,"126,9/126,9",Southridge Video,1,"Hall, Maria",#N,D,Brasil - SP,
1/25/2020,Monitor,"126,9/96,44",Southridge Video,1,"Griffin, Paige",Miguel,Carneiro,Brasil - SP,
1/25/2020,Monitor,"126,9/126,9",Southridge Video,1,"Thompson, Emily",Lisetta,Tolomelli,Brasil - SP,
1/26/2020,Lâmpada,"595/392,7",Southridge Video,1,"Gonzalez, Joe",Nettle,Kalkofen,Brasil - RJ,
1/26/2020,Lâmpada,"25/21,75",Contoso,1,"Torres, Randall",Markus,Tuckley,Brasil - SP,
1/26/2020,Lâmpada,68/68,Contoso,1,"Rubio, Jerome",Sloane,Jeenes,Brasil - RJ,
1/26/2020,Lâmpada,"595/404,6",Southridge Video,1,"Bryant, Melissa",Joao,Silva,Brasil - RJ,
1/26/2020,Lâmpada,25/25,Contoso,1,"Bryant, Samuel",Donavon,Boland,Brasil - RJ,
1/26/2020,Gravador,"4,99/4,99",Hashtag Toys,2,"Bennett, Abigail",Elka,Salman,Brasil - SP,
1/26/2020,Aparelho de Som,"70,13/70,13",Hashtag Toys,1,"Moore, Ethan",Bruna,Silveira,Brasil - SP,
1/26/2020,Gravador,"6,99/5,03",Hashtag Toys,1,"Young, Alex",Anica,Stitcher,Brasil - SP,
1/26/2020,Geladeira,329/329,Contoso,3,"Bailey, Isaac",Shaine,Virgoe,Brasil - RJ,
1/26/2020,"Impressora, Scanner & Fax","9,99/9,99",Contoso,1,"Brooks, Olivia",Tania,Brellin,Brasil - RJ,
1/26/2020,Microondas,889/889,Southridge Video,1,"Wu, Amy",Edee,Ledward,Brasil - SP,
1/26/2020,Ventilador,109/109,Hashtag Toys,1,"Li, Krystal",Mariquilla,Elcy,Brasil - SP,
1/26/2020,Lâmpada,25/25,Contoso,1,"Li, Barbara",Mathias,Wasbey,Brasil - RJ,
1/26/2020,Gravador,"8,99/8,99",Hashtag Toys,4,"Gomez, Arthur",Tabbatha,Mcaneny,Brasil - SP,
1/26/2020,Gravador,"8,99/7,37",Hashtag Toys,1,"Garcia, Preston",Astrid,Simakov,Brasil - SP,
1/26/2020,Rádio,"16,89/16,89",Hashtag Toys,5,"Zhu, Sandra",Hunt,Edgson,Brasil - SP,
1/26/2020,Monitor,"126,9/126,9",Southridge Video,1,"Carlson, Linda",Fleur,Broschek,Brasil - RJ,
1/26/2020,Projetor,"126,9/126,9",Southridge Video,1,"Coleman, Christian",Ebeneser,Swains,Brasil - SP,
1/26/2020,Projetor,"126,9/126,9",Southridge Video,5,"Hall, Devin",Zechariah,Wagstaff,Brasil - SP,
1/26/2020,Projetor,"126,9/126,9",Southridge Video,1,"Moore, Jessica",Onofredo,Mundle,Brasil - SP,
1/26/2020,Monitor,"126,9/106,6",Southridge Video,1,"Phillips, Kyle",Joane,Atlay,Brasil - RJ,
1/26/2020,Ar Condicionado,"126,9/88,83",Southridge Video,3,"Miller, James",Westleigh,Arendt,Brasil - RJ,
1/26/2020,Monitor,"126,9/126,9",Southridge Video,2,"Wright, Thomas",Edin,Wassung,Brasil - SP,
1/26/2020,Monitor,"126,9/107,87",Southridge Video,4,"Baker, Thomas",Kipper,Slocomb,Brasil - SP,
1/26/2020,Projetor,"126,9/126,9",Southridge Video,3,"Williams, Seth",Steward,Cheake,Brasil - SP,
1/26/2020,Geladeira,"299,9/299,9",Litware ,2,"Johnson, Lucas",Townsend,Jane,Brasil - SP,
1/27/2020,Ar Condicionado,595/595,Contoso,5,"Liu, Vincent",Daveta,Pearcey,Brasil - SP,
1/27/2020,Monitor,"69/42,78",Southridge Video,1,"Moreno, Clinton",Hank,Cashmore,Brasil - SP,
1/27/2020,Aparelho de Som,34/34,Hashtag Toys,1,"Prasad, Bruce",Dylan,Lidgard,Brasil - RJ,
1/27/2020,Ventilador,"70,13/54,7",Hashtag Toys,4,"Gill, Lori",Armstrong,Rafe,Brasil - SP,
1/27/2020,Rádio,"16,99/11,55",Southridge Video,1,"She, Wayne",Muriel,Beste,Brasil - ES,
